2021-07-21-01,57,2002,Anne-Marie,Speak Your Mind (Deluxe),31029291,2018.08.03,POP,973,364482
2021-07-21-01,58,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (Mirani),쇼미더머니 9 Episode 1,33077590,2020.11.21,랩/힙합,4857,187213
2021-07-21-01,59,On The Ground,로제 (ROSÉ),R,33346446,2021.03.12,록/메탈,1616,133313
2021-07-21-01,60,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,33618864,2021.06.25,발라드_ 국내드라마,155,24462
2021-07-21-01,61,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,33107649,2020.12.03,발라드,136,56989
2021-07-21-01,62,METEOR,창모 (CHANGMO),Boyhood,32224272,2019.11.29,랩/힙합,5055,266059
2021-07-21-01,63,12:45 (Stripped),Etham,12:45 (Stripped),31509376,2018.10.26,POP,247,143074
2021-07-21-01,64,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,32003395,2019.08.23,록/메탈_ 국내드라마,1486,290155
2021-07-21-01,65,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),33011180,2020.10.23,발라드_ 인디음악,260,107122
2021-07-21-01,66,다시 사랑할 수 있을까,백지영,다시 사랑할 수 있을까,33655615,2021.07.07,발라드,60,11363
2021-07-21-01,67,러브(Prod.로코베리),로꼬,Love(Prod.Rocoberry),33645879,2021.07.04,랩/힙합,95,21237
2021-07-21-01,68,모든 날 모든 순간 (Every day Every Moment),폴킴,'키스 먼저 할까요?' OST Part.3,30962526,2018.03.20,발라드_ 국내드라마,1030,371595
2021-07-21-01,69,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),어떻게 지내,32438894,2020.03.05,랩/힙합_ 인디음악,2212,162869
2021-07-21-01,70,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,32224166,2019.11.30,발라드_ 인디음악,219,81839
2021-07-21-01,71,허리춤,오반 (OVAN),허리춤,33601086,2021.06.21,랩/힙합_ 인디음악,90,20742
2021-07-21-01,72,오래된 노래,스탠딩 에그,오래된 노래,3894276,2012.09.04,인디음악_ 포크/블루스,612,230742
2021-07-21-01,73,Memories,Maroon 5,JORDI (Deluxe),32055419,2019.09.20,POP,284,171220
2021-07-21-01,74,Bad Habits,Ed Sheeran,Bad Habits,33623210,2021.06.25,POP,154,24143
2021-07-21-01,75,나는 너 좋아,장범준,슬기로운 의사생활 시즌2 OST Part 3,33638428,2021.07.02,록/메탈_ 국내드라마,84,13181
2021-07-21-01,76,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,32559781,2020.04.27,댄스,11004,180633
2021-07-21-01,77,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,31853557,2019.06.09,R&B/Soul_ 인디음악,1059,241039
2021-07-21-01,78,체념,MSG워너비(정상동기),MSG워너비 TOP 8 경연곡,33510308,2021.05.22,발라드,204,21963
2021-07-21-01,79,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,32508053,2020.04.03,성인가요,4835,132188
2021-07-21-01,80,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,32156286,2019.11.07,발라드,1543,183522
2021-07-21-01,81,사실 나는 (Feat.전건호),경서예지,사실 나는,32525311,2020.04.12,발라드,248,77723
2021-07-21-01,82,그냥 안아달란 말야,다비치,그냥 안아달란 말야,33405149,2021.04.12,발라드,181,39416
2021-07-21-01,83,How You Like That,BLACKPINK,How You Like That,32720013,2020.06.26,댄스,4189,181226
2021-07-21-01,84,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),33229299,2021.01.24,발라드,183,71040
2021-07-21-01,85,한여름밤의 꿀 : 다시 여름,San E,한여름밤의 꿀 : 다시 여름 (TEN PROJECT Part.3),33646995,2021.07.05,랩/힙합,120,14380
2021-07-21-01,86,추적이는 여름 비가 되어,장범준,장범준 싱글,33571535,2021.06.11,발라드,189,23766
2021-07-21-01,87,Way Back Home (2021),런치,Way Back Home (2021),33643253,2021.07.04,일렉트로니카,91,13528
2021-07-21-01,88,Dance Monkey,Tones And I,The Kids Are Coming,31979846,2019.08.09,POP,427,160370
2021-07-21-01,89,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,32998018,2020.10.19,발라드,768,106169
2021-07-21-01,90,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),33347390,2021.03.14,발라드_ 인디음악,95,48860
2021-07-21-01,91,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),33439096,2021.04.27,발라드,107,28505
2021-07-21-01,92,살다가,SG 워너비,살다가,711626,2005.03.23,발라드,167,69145
2021-07-21-01,93,Paris In The Rain,Lauv,I met you when I was 18. (the playlist),31341518,2018.10.08,POP,674,257575
2021-07-21-01,94,마음을 드려요,아이유,사랑의 불시착 OST Part 11,32378104,2020.02.15,발라드_ 국내드라마,1829,211522
2021-07-21-01,95,너를 만나,폴킴,너를 만나,31388145,2018.10.29,발라드,972,291120
2021-07-21-01,96,Don't Start Now,Dua Lipa,Future Nostalgia,32137576,2019.11.01,POP,361,142470
2021-07-21-01,97,Love poem,아이유,Love poem,32143487,2019.11.01,록/메탈,3040,306754
2021-07-21-01,98,오늘따라 더 미운 그대가,전상근,오늘따라 더 미운 그대가,33572275,2021.06.13,발라드,46,16976
2021-07-21-01,99,잡아줄게 (Carabiner),ASH ISLAND,잡아줄게 (Carabiner),33666177,2021.07.09,랩/힙합,178,19271
2021-07-21-01,100,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),32871975,2020.08.23,발라드,515,107085
